industry,company_size,budget,age_group,gender,interest,platform_name
Fitness,Small,Low,18-30,Male,Technology,Facebook
Tech,Medium,Medium,25-35,Male,Technology,Instagram
Tech,Large,Medium,18-25,Male,Technology,Google Ads
Education,Large,High,18-30,Female,Fitness,Facebook
Fitness,Medium,Low,25-40,Male,Education,Instagram
Education,Medium,Medium,25-35,Male,Fashion,Instagram
Fashion,Medium,High,25-35,Male,Technology,Facebook
Tech,Large,High,25-40,Male,Fitness,Instagram
Education,Medium,Medium,18-30,Male,Fitness,Facebook
Fitness,Small,High,18-25,Female,Education,Google Ads
Tech,Small,High,18-25,Male,Education,Google Ads
Tech,Medium,Medium,18-25,Female,Fitness,Instagram
Education,Medium,High,25-40,Male,Education,YouTube
Fitness,Large,Low,18-30,Male,Fitness,Facebook
Education,Medium,Medium,25-40,Male,Technology,YouTube
Education,Large,High,25-40,Female,Technology,Instagram
Fitness,Medium,High,18-30,Female,Education,Instagram
Tech,Small,Medium,18-30,Female,Fitness,Instagram
Fitness,Medium,High,18-25,Male,Technology,Instagram
Fashion,Medium,Medium,25-40,Male,Education,Instagram
Fashion,Medium,Low,25-40,Female,Fashion,Instagram
Education,Medium,High,18-30,Male,Fitness,YouTube
Fitness,Medium,Medium,18-30,Male,Fashion,YouTube
Education,Small,Low,18-30,Male,Technology,YouTube
Tech,Medium,Medium,18-25,Female,Fashion,YouTube
Tech,Large,Low,18-25,Male,Fashion,YouTube
Fashion,Medium,Medium,18-25,Male,Fitness,Google Ads
Tech,Small,Medium,18-30,Male,Technology,Facebook
Fitness,Medium,Medium,18-25,Female,Fitness,YouTube
Tech,Small,Low,25-35,Female,Education,Facebook
Fitness,Medium,High,25-35,Male,Education,Instagram
Fitness,Large,High,25-35,Male,Fashion,Instagram
Fitness,Large,High,18-25,Male,Technology,Facebook
Tech,Medium,Low,18-25,Female,Technology,YouTube
Fashion,Large,Medium,25-40,Male,Technology,Instagram
Fitness,Large,High,25-40,Male,Fitness,Facebook
Tech,Medium,Low,18-30,Female,Fitness,Instagram
Fashion,Small,Low,18-30,Female,Fitness,Instagram
Fitness,Small,Low,25-40,Male,Fitness,Google Ads
Fitness,Small,Low,25-35,Female,Technology,Google Ads
Tech,Medium,Medium,18-30,Female,Fitness,Instagram
Education,Medium,Medium,25-40,Female,Technology,YouTube
Tech,Small,High,25-35,Female,Education,Google Ads
Tech,Large,Low,25-35,Male,Technology,Instagram
Education,Large,Low,18-25,Male,Technology,Facebook
Education,Medium,Medium,18-30,Male,Technology,Instagram
Fitness,Small,Medium,18-25,Female,Education,Facebook
Fashion,Small,Medium,25-35,Male,Education,YouTube
Fitness,Large,Medium,18-25,Male,Fashion,Google Ads
Fashion,Small,Medium,25-40,Male,Education,Facebook
Fitness,Small,Medium,25-40,Female,Fashion,Instagram
Tech,Medium,High,18-30,Female,Fashion,YouTube
Education,Medium,Medium,18-25,Male,Technology,YouTube
Education,Large,Medium,25-40,Female,Technology,YouTube
Fitness,Medium,High,25-35,Female,Technology,Google Ads
Tech,Medium,High,25-35,Male,Technology,Facebook
Education,Large,Low,18-30,Female,Technology,Instagram
Fitness,Large,Medium,25-40,Male,Fitness,Google Ads
Tech,Small,Low,25-40,Male,Technology,Instagram
Fashion,Medium,Low,25-40,Female,Technology,Facebook
Fashion,Large,Low,18-30,Male,Fashion,YouTube
Fitness,Small,Low,18-25,Female,Fashion,YouTube
Tech,Small,Medium,25-35,Female,Education,Facebook
Education,Small,Low,18-25,Male,Fitness,Google Ads
Education,Small,Medium,25-35,Female,Fitness,Facebook
Fitness,Large,High,25-35,Male,Fashion,Google Ads
Fashion,Large,Medium,25-40,Female,Fashion,Instagram
Fashion,Small,Low,18-30,Female,Fitness,Instagram
Education,Medium,Medium,25-40,Male,Technology,YouTube
Fashion,Medium,High,18-25,Female,Technology,Google Ads
Fitness,Large,Low,25-40,Male,Fitness,YouTube
Education,Small,High,18-30,Male,Fashion,Facebook
Fashion,Medium,High,18-25,Female,Education,Facebook
Tech,Large,Low,25-40,Female,Fitness,Google Ads
Tech,Medium,Medium,18-30,Female,Education,Facebook
Fitness,Large,Low,18-25,Female,Fitness,Google Ads
Education,Large,Medium,25-35,Female,Fitness,YouTube
Fitness,Small,High,18-30,Female,Technology,YouTube
Tech,Medium,High,18-25,Male,Fashion,YouTube
Tech,Small,Low,18-30,Female,Technology,YouTube
Tech,Medium,High,25-35,Male,Fashion,Instagram
Tech,Small,Medium,18-30,Male,Fitness,Facebook
Tech,Large,Medium,25-40,Male,Fashion,Google Ads
Fitness,Large,Medium,25-40,Male,Technology,Instagram
Tech,Small,Low,18-25,Male,Education,YouTube
Tech,Small,High,25-35,Male,Technology,Google Ads
Fitness,Small,High,25-35,Male,Fitness,Instagram
Fashion,Small,Medium,18-25,Female,Education,YouTube
Tech,Small,Low,25-40,Female,Education,YouTube
Fitness,Medium,Low,25-35,Female,Fashion,YouTube
Fitness,Medium,High,25-40,Male,Education,Google Ads
Tech,Large,Low,18-25,Male,Technology,YouTube
Fitness,Large,Low,25-40,Female,Fashion,Facebook
Fitness,Small,High,25-40,Female,Technology,Instagram
Tech,Medium,High,18-30,Male,Technology,Facebook
Fitness,Medium,Medium,18-30,Male,Fashion,Instagram
Fitness,Large,High,25-40,Female,Education,Google Ads
Education,Small,Low,18-25,Male,Technology,Instagram
Fashion,Small,Medium,25-35,Male,Fitness,Google Ads
Tech,Large,Medium,25-40,Female,Fashion,Google Ads
Tech,Small,Medium,18-25,Male,Fitness,Instagram
Fitness,Large,Medium,25-40,Male,Education,YouTube
Tech,Medium,High,25-35,Male,Education,YouTube
Fashion,Large,Medium,25-40,Male,Fitness,Facebook
Tech,Medium,Low,25-40,Female,Education,Instagram
Tech,Medium,High,18-30,Female,Fashion,Facebook
Education,Small,Low,25-35,Female,Technology,Facebook
Education,Medium,High,25-35,Female,Fashion,Facebook
Fitness,Medium,Medium,25-40,Male,Fitness,YouTube
Fashion,Large,Low,18-25,Female,Fashion,Instagram
Fashion,Small,Medium,25-35,Female,Technology,YouTube
Education,Large,Medium,18-25,Female,Fitness,Facebook
Fitness,Large,Medium,18-30,Female,Fashion,Facebook
Fashion,Large,Low,18-25,Male,Fitness,Google Ads
Fashion,Medium,High,25-35,Female,Fashion,YouTube
Fitness,Medium,High,18-30,Female,Education,Instagram
Education,Large,High,18-25,Female,Fashion,Google Ads
Fashion,Medium,Medium,18-25,Male,Fitness,YouTube
Tech,Medium,Low,18-30,Male,Fitness,Google Ads
Fitness,Small,High,18-25,Male,Education,Instagram
Education,Small,Medium,18-25,Male,Fashion,Instagram
Fitness,Small,High,25-35,Male,Technology,Google Ads
Fitness,Medium,Medium,18-30,Male,Education,Google Ads
Fitness,Medium,High,25-35,Male,Fitness,YouTube
Fitness,Large,Low,25-40,Male,Technology,YouTube
Fashion,Large,High,18-25,Male,Fashion,Google Ads
Education,Small,Medium,25-35,Female,Fashion,Facebook
Tech,Small,Medium,18-30,Male,Education,Instagram
Fashion,Large,High,18-30,Male,Technology,Facebook
Tech,Large,Low,18-30,Male,Fitness,YouTube
Education,Large,High,25-35,Male,Fitness,Facebook
Fashion,Medium,High,18-25,Male,Technology,Facebook
Education,Small,Medium,18-25,Female,Education,YouTube
Tech,Small,High,25-40,Male,Technology,YouTube
Fashion,Large,Medium,18-30,Male,Fashion,Instagram
Tech,Small,Medium,18-25,Male,Technology,Facebook
Fitness,Medium,High,25-40,Female,Technology,Google Ads
Fashion,Medium,High,18-30,Male,Education,Facebook
Tech,Medium,Medium,25-35,Male,Fitness,Google Ads
Education,Large,High,18-30,Male,Education,Google Ads
Fitness,Medium,High,25-35,Male,Fitness,Google Ads
Tech,Large,High,25-35,Female,Fitness,YouTube
Tech,Medium,High,18-25,Male,Fashion,Instagram
Fitness,Small,Low,18-30,Female,Fashion,YouTube
Fitness,Small,High,18-30,Male,Technology,YouTube
Fashion,Large,High,18-30,Female,Fashion,Google Ads
Education,Large,Medium,25-35,Female,Fashion,Facebook
Education,Small,High,18-25,Male,Technology,YouTube
Fitness,Medium,Low,18-25,Female,Fitness,Instagram
Fashion,Medium,Medium,25-35,Male,Fitness,Facebook
Tech,Large,Medium,25-40,Female,Fitness,YouTube
Tech,Medium,Low,18-30,Female,Education,Instagram
Fashion,Small,Medium,18-25,Male,Fitness,YouTube
Fitness,Small,Low,18-25,Female,Fitness,Google Ads
Fashion,Small,High,18-25,Female,Fashion,Google Ads
Fitness,Small,High,25-35,Female,Education,Google Ads
Fashion,Medium,Medium,18-25,Male,Technology,Facebook
Fashion,Large,Low,18-30,Male,Fashion,Facebook
Fashion,Large,Low,25-35,Female,Technology,Google Ads
Education,Medium,Medium,18-30,Female,Technology,Google Ads
Tech,Large,Low,25-40,Female,Technology,Google Ads
Education,Medium,Low,18-25,Female,Fashion,Facebook
Fitness,Medium,High,18-25,Female,Technology,Google Ads
Fashion,Small,Medium,18-25,Female,Education,Google Ads
Fashion,Medium,High,18-30,Female,Fitness,Facebook
Fashion,Large,High,25-35,Male,Education,Facebook
Tech,Medium,Medium,25-35,Female,Technology,Google Ads
Fitness,Small,Low,18-30,Male,Fashion,YouTube
Education,Large,High,18-25,Female,Fashion,Instagram
Education,Medium,High,18-25,Male,Fitness,YouTube
Fashion,Medium,High,25-40,Male,Education,Instagram
Fitness,Medium,Low,25-35,Male,Technology,Instagram
Education,Small,High,25-40,Female,Technology,YouTube
Fitness,Small,High,18-25,Male,Education,Google Ads
Tech,Small,Medium,18-25,Female,Fitness,Instagram
Tech,Small,High,18-30,Male,Technology,Google Ads
Fitness,Medium,Medium,18-25,Female,Technology,Google Ads
Education,Small,High,25-40,Female,Education,Instagram
Fitness,Small,Low,25-35,Female,Education,Instagram
Fitness,Small,High,18-30,Female,Education,Google Ads
Fashion,Medium,High,18-25,Female,Fashion,Google Ads
Fashion,Medium,Low,18-25,Female,Fitness,Instagram
Fitness,Medium,Medium,25-40,Male,Fitness,Facebook
Fashion,Small,High,18-25,Female,Fashion,Google Ads
Fitness,Large,Low,25-40,Female,Fitness,Facebook
Fashion,Small,High,25-40,Male,Fashion,Facebook
Fitness,Small,High,18-30,Male,Education,Google Ads
Fashion,Medium,Low,18-30,Female,Technology,YouTube
Tech,Small,Medium,18-25,Female,Fashion,YouTube
Tech,Medium,High,18-25,Female,Technology,YouTube
Fitness,Small,Medium,18-25,Male,Education,Instagram
Fashion,Medium,Low,18-30,Male,Technology,Facebook
Tech,Large,Medium,18-25,Male,Fitness,Google Ads
Education,Small,High,25-40,Male,Education,Instagram
Tech,Large,High,18-30,Male,Fitness,YouTube
Tech,Medium,Low,18-25,Male,Technology,YouTube
Education,Medium,High,25-35,Male,Fitness,Google Ads
Education,Medium,Low,25-40,Male,Technology,YouTube
Fitness,Small,Medium,25-40,Male,Fashion,Google Ads
Tech,Small,Low,18-30,Male,Education,YouTube
Tech,Medium,High,25-35,Male,Fitness,Google Ads
Fitness,Small,Medium,18-25,Female,Education,Google Ads
Fitness,Large,Medium,18-30,Male,Fashion,Facebook
Tech,Medium,Low,25-35,Female,Fashion,Facebook
Fitness,Medium,Low,25-40,Male,Fashion,YouTube
Fitness,Medium,Low,18-30,Female,Technology,YouTube
Tech,Small,Low,25-35,Male,Education,Google Ads
Fashion,Large,High,18-25,Female,Fashion,Facebook
Fitness,Medium,Medium,25-35,Female,Education,YouTube
Fashion,Large,Medium,18-25,Male,Fashion,Facebook
Tech,Small,Low,25-35,Female,Education,Google Ads
Fitness,Large,Low,25-40,Female,Education,Facebook
Fitness,Small,High,18-30,Female,Technology,Google Ads
Education,Medium,Medium,18-25,Male,Technology,Facebook
Fashion,Large,High,18-25,Female,Education,Instagram
Tech,Small,High,18-30,Female,Fashion,YouTube
Fitness,Medium,Medium,25-35,Female,Technology,Google Ads
Fashion,Large,Medium,25-40,Female,Fitness,Instagram
Tech,Large,High,25-40,Male,Fitness,YouTube
Education,Medium,Low,18-25,Female,Fashion,Instagram
Tech,Medium,Low,18-25,Male,Fashion,Google Ads
Tech,Small,Medium,18-25,Female,Fitness,Facebook
Fashion,Large,High,25-40,Female,Fashion,Instagram
Tech,Medium,Medium,18-30,Female,Fashion,Facebook
Fashion,Medium,Medium,25-35,Female,Technology,Instagram
Fitness,Large,Low,18-25,Male,Fashion,Instagram
Tech,Small,Medium,18-25,Male,Technology,Facebook
Tech,Large,High,25-35,Male,Fitness,Facebook
Tech,Large,Medium,18-25,Female,Fitness,Instagram
Tech,Large,Low,18-30,Male,Technology,YouTube
Fashion,Large,Low,18-30,Male,Fashion,Facebook
Fashion,Small,Low,18-25,Male,Fashion,Facebook
Education,Medium,High,25-40,Female,Education,Facebook
Education,Medium,High,18-30,Male,Fashion,Google Ads
Tech,Small,Medium,18-30,Male,Technology,YouTube
Fitness,Medium,Medium,25-40,Female,Fashion,Instagram
Education,Large,High,18-25,Male,Education,Google Ads
Fashion,Large,Medium,25-35,Female,Technology,Instagram
Fashion,Large,Low,18-30,Female,Education,YouTube
Fitness,Medium,Medium,18-30,Female,Education,Google Ads
Fashion,Medium,Low,18-25,Female,Fitness,Facebook
Education,Small,Low,18-25,Female,Technology,Google Ads
Tech,Medium,Low,25-35,Female,Technology,Google Ads
Tech,Medium,Medium,25-40,Female,Fashion,Google Ads
Fitness,Large,Medium,25-35,Female,Fitness,Google Ads
Fitness,Medium,Low,25-40,Female,Fashion,Instagram
Fashion,Medium,High,18-25,Male,Fashion,Facebook
Tech,Large,Low,18-25,Male,Technology,YouTube
Education,Large,High,18-30,Male,Fashion,YouTube
Education,Small,High,18-30,Female,Fashion,YouTube
Fashion,Large,Medium,25-40,Female,Technology,Instagram
Education,Small,Medium,18-30,Male,Technology,Instagram
Fashion,Medium,Medium,18-25,Female,Fitness,Google Ads
Tech,Small,Medium,18-25,Female,Education,YouTube
Fitness,Small,Medium,25-35,Male,Fashion,Facebook
Fitness,Small,Low,18-25,Female,Technology,Instagram
Tech,Small,Medium,25-40,Female,Fitness,Facebook
Fashion,Medium,Low,25-35,Male,Fashion,YouTube
Tech,Medium,Medium,18-25,Female,Fashion,Instagram
Fashion,Small,Low,18-30,Male,Fitness,Instagram
Education,Small,Low,18-25,Male,Technology,YouTube
Fitness,Large,Low,25-35,Male,Fitness,Instagram
Education,Medium,Medium,18-25,Female,Fitness,Instagram
Fitness,Small,High,18-25,Female,Education,Instagram
Education,Medium,Medium,18-30,Female,Fitness,Instagram
Fashion,Small,High,18-30,Male,Technology,Facebook
Education,Large,Medium,18-25,Male,Fashion,Instagram
Fitness,Large,Low,18-25,Male,Fashion,Google Ads
Fashion,Large,High,25-35,Female,Technology,YouTube
Fashion,Large,Low,25-40,Female,Education,Instagram
Fitness,Medium,High,18-25,Male,Fitness,YouTube
Education,Medium,High,18-30,Female,Technology,YouTube
Tech,Large,Low,25-40,Male,Fashion,Google Ads
Education,Small,Medium,18-30,Female,Education,Instagram
Tech,Large,Medium,25-35,Female,Fitness,Facebook
Tech,Large,High,18-25,Male,Technology,Google Ads
Tech,Medium,Medium,25-35,Male,Education,YouTube
Education,Medium,High,25-35,Male,Fitness,YouTube
Fashion,Large,Medium,18-25,Male,Education,Google Ads
Fitness,Large,Medium,18-30,Female,Technology,Facebook
Education,Small,High,25-40,Male,Fashion,YouTube
Tech,Small,Low,25-40,Female,Technology,Facebook
Fitness,Small,Medium,25-35,Male,Fashion,YouTube
Tech,Large,Low,25-40,Male,Fashion,Facebook
Education,Medium,Low,25-35,Female,Technology,Instagram
Fashion,Medium,Medium,25-35,Female,Education,YouTube
Fitness,Large,Medium,18-30,Male,Fashion,YouTube
Fashion,Small,High,18-30,Male,Fashion,Google Ads
Fitness,Medium,Medium,18-25,Female,Technology,Google Ads
Fitness,Small,High,25-35,Male,Fashion,YouTube
Education,Medium,Medium,25-40,Female,Fashion,Instagram
Fashion,Large,Medium,18-30,Female,Education,YouTube
Education,Large,Medium,18-30,Female,Education,Instagram
Fashion,Medium,Low,25-40,Male,Fitness,Facebook
Tech,Small,Low,25-35,Male,Technology,YouTube
Fitness,Large,Low,25-40,Female,Education,YouTube
Fitness,Small,Low,25-40,Male,Fashion,YouTube
Fashion,Medium,Low,25-40,Male,Fashion,Google Ads
Tech,Large,Medium,25-40,Male,Technology,Instagram
Tech,Small,Medium,18-30,Female,Fashion,Facebook
Fitness,Medium,Low,18-25,Female,Fashion,Facebook
Fitness,Small,Medium,25-35,Male,Technology,YouTube
Education,Large,Medium,18-25,Female,Education,Instagram
Tech,Large,High,25-35,Male,Fitness,Facebook
Fitness,Medium,Medium,25-40,Female,Fitness,YouTube
Tech,Large,Medium,18-30,Female,Fitness,YouTube
Fitness,Large,High,25-35,Male,Technology,Google Ads
Education,Medium,High,18-25,Female,Education,Google Ads
Fashion,Medium,High,25-40,Female,Fashion,Facebook
Tech,Large,Low,25-40,Male,Fashion,Instagram
Tech,Medium,High,18-30,Male,Fitness,Instagram
Tech,Large,Medium,18-25,Female,Technology,Google Ads
Education,Small,High,25-40,Male,Fitness,Google Ads
Education,Small,Low,25-40,Female,Technology,YouTube
Fitness,Large,High,18-30,Female,Technology,Facebook
Fitness,Large,Low,18-25,Female,Education,Instagram
Tech,Large,High,18-30,Female,Fitness,YouTube
Fitness,Medium,Low,18-25,Male,Education,Facebook
Education,Medium,Low,18-30,Male,Fitness,Instagram
Fashion,Large,Medium,18-30,Female,Education,YouTube
Tech,Small,Low,18-30,Male,Fitness,Google Ads
Fashion,Medium,High,25-40,Male,Fashion,Instagram
Fitness,Large,High,18-30,Male,Fashion,YouTube
Fitness,Large,High,25-35,Female,Education,Instagram
Fitness,Large,Medium,25-40,Female,Technology,YouTube
Tech,Medium,High,18-30,Female,Education,YouTube
Fitness,Medium,Low,25-40,Male,Fitness,Facebook
Fitness,Small,High,18-25,Male,Fitness,Facebook
Education,Medium,High,25-40,Male,Education,YouTube
Fitness,Small,Medium,25-35,Female,Fashion,Instagram
Fitness,Large,Low,18-30,Female,Fashion,Instagram
Tech,Large,High,25-40,Male,Technology,Google Ads
Fashion,Large,Medium,18-30,Female,Technology,Instagram
Tech,Small,Medium,25-35,Male,Fashion,Facebook
Tech,Medium,Low,25-35,Female,Technology,YouTube
Fashion,Medium,Low,25-40,Female,Technology,Instagram
Fitness,Small,Medium,18-25,Male,Fitness,YouTube
Fitness,Small,Medium,18-30,Female,Technology,Instagram
Education,Large,Low,25-40,Male,Fashion,Facebook
Fitness,Large,Low,18-25,Male,Fashion,Facebook
Education,Medium,High,18-30,Female,Technology,Instagram
Fitness,Large,Medium,25-35,Male,Fashion,YouTube
Fashion,Medium,High,18-25,Female,Fashion,Instagram
Education,Large,Low,18-25,Male,Fashion,Facebook
Fashion,Small,Medium,18-25,Female,Fashion,Facebook
Education,Small,Low,25-40,Male,Education,YouTube
Fashion,Medium,Medium,25-35,Male,Technology,Facebook
Education,Large,Low,18-30,Male,Fashion,YouTube
Education,Small,High,25-40,Male,Fashion,YouTube
Tech,Medium,Medium,18-30,Male,Fitness,Google Ads
Tech,Medium,Medium,18-25,Female,Technology,Facebook
Tech,Medium,Medium,25-40,Female,Education,YouTube
Fitness,Large,High,18-25,Male,Fashion,Google Ads
Tech,Medium,Medium,25-35,Male,Technology,Instagram
Tech,Small,Low,25-40,Female,Fashion,Instagram
Education,Large,High,18-25,Female,Education,Facebook
Tech,Medium,Medium,18-25,Male,Fitness,Google Ads
Fitness,Small,Low,18-25,Male,Technology,Instagram
Education,Small,High,18-30,Male,Technology,Google Ads
Tech,Large,Medium,18-25,Male,Education,YouTube
Fitness,Large,Medium,18-25,Female,Fitness,YouTube
Fitness,Medium,High,25-35,Female,Education,Facebook
Fashion,Medium,High,25-35,Female,Technology,Instagram
Tech,Large,High,25-35,Male,Fashion,YouTube
Fitness,Small,Medium,18-25,Female,Education,Facebook
Fashion,Medium,High,25-40,Female,Fitness,Facebook
Education,Small,Low,18-30,Male,Fitness,Facebook
Fitness,Medium,High,25-35,Female,Technology,Instagram
Fitness,Medium,High,18-30,Male,Technology,Instagram
Fitness,Small,High,25-40,Male,Fitness,YouTube
Tech,Medium,Low,18-30,Male,Technology,Facebook
Fashion,Large,Medium,18-30,Male,Technology,Google Ads
Education,Medium,Medium,18-30,Female,Fashion,Google Ads
Fitness,Medium,Medium,18-25,Male,Fashion,YouTube
Education,Small,Low,18-30,Female,Fitness,YouTube
Fashion,Small,High,25-40,Female,Fashion,YouTube
Fitness,Small,High,25-35,Female,Education,Facebook
Fitness,Small,High,18-30,Male,Education,Instagram
Education,Large,High,18-25,Male,Fashion,Google Ads
Tech,Large,Low,25-40,Male,Fashion,YouTube
Tech,Small,Medium,18-25,Female,Technology,Instagram
Fashion,Small,Low,25-35,Male,Fitness,Google Ads
Fitness,Medium,High,25-40,Male,Fashion,Facebook
Fitness,Small,Low,18-25,Male,Fitness,Google Ads
